job_title,avg_salary_yearly_mean,avg_salary_yearly_median,avg_salary_yearly_min,avg_salary_yearly_max,count_records,avg_salary_monthly_mean,avg_rating,skills
senior research scientist - embedded system development for devops,124000.0,124000.0,124000.0,124000.0,1,10333.33,2.6,"Excel, Python"
senior research statistician- data scientist,100500.0,100500.0,100500.0,100500.0,1,8375.0,4.8,
senior quantitative analyst,173000.0,173000.0,173000.0,173000.0,1,14416.67,3.3,"Excel, Python"
senior machine learning (ml) engineer / data scientist - cyber security analytics,89500.0,89500.0,89500.0,89500.0,1,7458.33,3.7,"Python, Spark"
"senior engineer, data management engineering",98500.0,98500.0,98500.0,98500.0,1,8208.33,3.5,"AWS, Python, Spark"
senior formulations scientist ii,100000.0,100000.0,100000.0,100000.0,1,8333.33,3.0,Excel
"senior health data analyst, star ratings",107500.0,107500.0,107500.0,107500.0,1,8958.33,3.3,
senior data analyst/scientist,121500.0,121500.0,121500.0,121500.0,1,10125.0,4.5,
senior data scientist - algorithms,165000.0,165000.0,165000.0,165000.0,1,13750.0,3.9,Python
senior data scientist statistics,98500.0,98500.0,98500.0,98500.0,1,8208.33,3.8,
"senior data scientist – visualization, novartis ai innovation lab",121000.0,121000.0,121000.0,121000.0,1,10083.33,3.8,
senior data scientist: causal & predictive analytics ai innovation lab,121000.0,121000.0,121000.0,121000.0,1,10083.33,3.8,
"scientist – cancer discovery, molecular assay",117500.0,117500.0,117500.0,117500.0,1,9791.67,-1.0,Excel
sr. data engineer | big data saas pipeline,103000.0,103000.0,103000.0,103000.0,1,8583.33,2.7,"AWS, Spark"
sr. data scientist,105000.0,105000.0,105000.0,105000.0,1,8750.0,3.7,Python
"sr. data scientist, cyber-security lt contract",155000.0,155000.0,155000.0,155000.0,1,12916.67,3.2,"AWS, Excel, Python, Spark"
research scientist / principal research scientist - multiphysical systems,167500.0,167500.0,167500.0,167500.0,1,13958.33,4.6,
research scientist or senior research scientist - computer vision,121000.0,121000.0,121000.0,121000.0,1,10083.33,4.6,"AWS, Excel"
"research scientist, machine learning department",107500.0,107500.0,107500.0,107500.0,1,8958.33,2.6,Python
scientist - cvrm metabolism - in vivo pharmacology,92000.0,92000.0,92000.0,92000.0,1,7666.67,3.9,
"scientist 2, qc viral vector",168000.0,168000.0,168000.0,168000.0,1,14000.0,3.8,Excel
"scientist i/ii, biology",102000.0,102000.0,102000.0,102000.0,1,8500.0,3.9,Excel
quality control scientist iii- analytical development,80500.0,80500.0,80500.0,80500.0,1,6708.33,2.7,Excel
r&d data analysis scientist,97500.0,97500.0,97500.0,97500.0,1,8125.0,4.0,
r&d sr data scientist,128000.0,128000.0,128000.0,128000.0,1,10666.67,4.0,"AWS, Spark"
research scientist - biological safety,60000.0,60000.0,60000.0,60000.0,1,5000.0,3.9,
product manager/data evangelist,74000.0,74000.0,74000.0,74000.0,1,6166.67,3.2,"AWS, Python"
program/data analyst,77000.0,77000.0,77000.0,77000.0,1,6416.67,3.4,Excel
project scientist,39500.0,39500.0,39500.0,39500.0,1,3291.67,4.0,
"principal data engineer, data platform & insights",162500.0,162500.0,162500.0,162500.0,1,13541.67,4.0,"Excel, Python, Spark"
principal machine learning scientist,232500.0,232500.0,232500.0,232500.0,1,19375.0,4.7,Python
"principal research scientist/team lead, medicinal chemistry - oncology",132500.0,132500.0,132500.0,132500.0,1,11041.67,-1.0,
mongodb data engineer ii,106500.0,106500.0,106500.0,106500.0,1,8875.0,3.8,Excel
medical technologist / clinical laboratory scientist,20000.0,20000.0,20000.0,20000.0,1,1666.67,3.4,
sr. scientist ii,174000.0,174000.0,174000.0,174000.0,1,14500.0,3.5,Excel
manager of data science,63500.0,63500.0,63500.0,63500.0,1,5291.67,3.9,"Python, Spark"
"manager, safety scientist, medical safety & risk management",96500.0,96500.0,96500.0,96500.0,1,8041.67,3.8,Excel
machine learning engineer (nlp),111000.0,111000.0,111000.0,111000.0,1,9250.0,4.1,"AWS, Excel, Python"
lead health data analyst - front end,100000.0,100000.0,100000.0,100000.0,1,8333.33,3.4,AWS
junior data analyst,50000.0,50000.0,50000.0,50000.0,1,4166.67,3.3,Excel
jr. business data analyst,56500.0,56500.0,56500.0,56500.0,1,4708.33,4.7,Excel
jr. data scientist,106500.0,106500.0,106500.0,106500.0,1,8875.0,3.2,"Excel, Python, Spark"
healthcare data scientist,87500.0,87500.0,87500.0,87500.0,1,7291.67,3.4,Python
insurance data scientist,85000.0,85000.0,85000.0,85000.0,1,7083.33,3.9,"Python, Spark"
insurance financial data analyst,63500.0,63500.0,63500.0,63500.0,1,5291.67,4.2,Excel
financial data analyst,56500.0,56500.0,56500.0,56500.0,1,4708.33,4.7,Excel
foundational community supports data analyst,44500.0,44500.0,44500.0,44500.0,1,3708.33,3.4,"AWS, Excel"
staff scientist,60500.0,60500.0,60500.0,60500.0,1,5041.67,4.4,
supply chain data analyst,47000.0,47000.0,47000.0,47000.0,1,3916.67,3.1,"Excel, Python"
survey data analyst,76000.0,76000.0,76000.0,76000.0,1,6333.33,4.2,"Excel, Python"
system and data analyst,59000.0,59000.0,59000.0,59000.0,1,4916.67,3.7,Excel
"director, data science",179500.0,179500.0,179500.0,179500.0,1,14958.33,3.6,"Excel, Python"
"director, precision medicine clinical biomarker scientist",172000.0,172000.0,172000.0,172000.0,1,14333.33,4.0,AWS
e-commerce data analyst,48000.0,48000.0,48000.0,48000.0,1,4000.0,3.5,Excel
data scientist/ml engineer,97000.0,97000.0,97000.0,97000.0,1,8083.33,3.4,"Excel, Python, Spark"
data scientist - alpha insights,172000.0,172000.0,172000.0,172000.0,1,14333.33,4.4,
data scientist - bioinformatics,67000.0,67000.0,67000.0,67000.0,1,5583.33,3.8,Python
data scientist - research,56500.0,56500.0,56500.0,56500.0,1,4708.33,3.1,Python
data scientist - sales,168000.0,168000.0,168000.0,168000.0,1,14000.0,4.7,"Excel, Python"
data scientist ii,119500.0,119500.0,119500.0,119500.0,1,9958.33,3.0,"Python, Spark"
data scientist in translational medicine,114500.0,114500.0,114500.0,114500.0,1,9541.67,3.8,
data scientist manager,147000.0,147000.0,147000.0,147000.0,1,12250.0,3.8,"Excel, Python, Spark"
"data scientist, rice university",87500.0,87500.0,87500.0,87500.0,1,7291.67,4.3,Python
"data scientist, senior",142000.0,142000.0,142000.0,142000.0,1,11833.33,4.0,"AWS, Python"
data engineer i - azure,77500.0,77500.0,77500.0,77500.0,1,6458.33,3.9,Excel
"data engineer, data engineering and artifical intelligence",102500.0,102500.0,102500.0,102500.0,1,8541.67,3.7,"AWS, Excel, Python, Spark"
data engineering analyst,58500.0,58500.0,58500.0,58500.0,1,4875.0,3.8,"Excel, Python, Spark"
data management specialist,48000.0,48000.0,48000.0,48000.0,1,4000.0,4.5,Excel
data modeler,106500.0,106500.0,106500.0,106500.0,1,8875.0,4.7,
data modeler (analytical systems),91500.0,91500.0,91500.0,91500.0,1,7625.0,3.6,"AWS, Excel, Spark"
data operations lead,87500.0,87500.0,87500.0,87500.0,1,7291.67,-1.0,"Excel, Python"
data science analyst,68000.0,68000.0,68000.0,68000.0,1,5666.67,4.6,"Excel, Python"
data scientist (warehouse automation),103000.0,103000.0,103000.0,103000.0,1,8583.33,3.8,"AWS, Python"
data analyst - asset management,103500.0,103500.0,103500.0,103500.0,1,8625.0,4.3,Excel
data analyst / scientist,72500.0,72500.0,72500.0,72500.0,1,6041.67,4.2,Excel
data analyst 2 (missionary department),72000.0,72000.0,72000.0,72000.0,1,6000.0,4.2,
data analyst chemist - quality system contractor,85500.0,85500.0,85500.0,85500.0,1,7125.0,2.2,Excel
"data analyst, performance partnership",73000.0,73000.0,73000.0,73000.0,1,6083.33,3.6,"AWS, Excel"
data analytics manager,40500.0,40500.0,40500.0,40500.0,1,3375.0,3.8,"AWS, Excel, Python"
data architect / data modeler,86500.0,86500.0,86500.0,86500.0,1,7208.33,4.3,"AWS, Excel"
data engineer - etl,65000.0,65000.0,65000.0,65000.0,1,5416.67,3.8,"AWS, Excel, Python, Spark"
data engineer 4 - contract,87000.0,87000.0,87000.0,87000.0,1,7250.0,4.2,"AWS, Excel"
data engineer i,146000.0,146000.0,146000.0,146000.0,1,12166.67,3.6,Excel
consultant– data analytics group,52500.0,52500.0,52500.0,52500.0,1,4375.0,4.2,Python
"content developer, media profile, civil engineering, transportation engineering, counsellor, business development",576000.0,576000.0,576000.0,576000.0,1,48000.0,3.6,R
customer data scientist/sales engineer,137500.0,137500.0,137500.0,137500.0,1,11458.33,4.3,"AWS, Excel, Python, Spark"
customer data scientist/sales engineer (bay,150500.0,150500.0,150500.0,150500.0,1,12541.67,4.3,"AWS, Excel, Python, Spark"
data & analytics consultant (nyc),114500.0,114500.0,114500.0,114500.0,1,9541.67,4.7,"Excel, Python"
big data engineer - chicago - future opportunity,100000.0,100000.0,100000.0,100000.0,1,8333.33,4.1,"AWS, Python, Spark"
"business data analyst, sql",65000.0,65000.0,65000.0,65000.0,1,5416.67,3.8,Excel
business intelligence analyst / developer,79000.0,79000.0,79000.0,79000.0,1,6583.33,4.3,
"clinical scientist, clinical development",37000.0,37000.0,37000.0,37000.0,1,3083.33,3.8,Excel
backkend executive,400000.0,400000.0,400000.0,400000.0,1,33333.33,4.9,
associate scientist,81500.0,81500.0,81500.0,81500.0,1,6791.67,2.9,Excel
"associate scientist / sr. associate scientist, antibody discovery",92000.0,92000.0,92000.0,92000.0,1,7666.67,4.0,"AWS, Excel"
"associate scientist/scientist, process analytical technology - small molecule analytical chemistry",125000.0,125000.0,125000.0,125000.0,1,10416.67,3.9,Excel
associate research scientist i (protein expression and production),87500.0,87500.0,87500.0,87500.0,1,7291.67,3.0,Excel
"assistant director/director, office of data science",53000.0,53000.0,53000.0,53000.0,1,4416.67,3.3,
associate data scientist/computer scientist,81500.0,81500.0,81500.0,81500.0,1,6791.67,3.2,"Python, Spark"
androoid developer,400000.0,400000.0,400000.0,400000.0,1,33333.33,4.1,R
